candidate_id,candidate_party,candidate_last_name,rounded_net_receipts,contributor_state
P00010793,DEM,O’Rourke,0.1,PA
P00009423,DEM,Harris,0.1,MO
P00006841,LIB,Kokesh,0.1,AZ
P00009183,DEM,Gabbard,0.1,GA
P00009910,DEM,Williamson,0.1,VA
P00010793,DEM,O’Rourke,0.1,NC
P00009795,DEM,Booker,0.1,OK
P00006486,DEM,Yang,0.1,ID
P00000001,,All candidates,0.1,AP
P00009910,DEM,Williamson,0.1,CT
P00006486,DEM,Yang,0.1,ME
P00009183,DEM,Gabbard,0.1,NC
P00010520,DEM,Hickenlooper,0.1,MA
P00009910,DEM,Williamson,0.1,IL
P00009910,DEM,Williamson,0.1,AZ
P00011239,REP,Weld,0.1,FL
P80006117,DEM,Klobuchar,0.1,SD
P60007168,DEM,Sanders,0.1,ND
P00010827,DEM,Messam,0.1,FL
P00010793,DEM,O’Rourke,0.1,AZ
P80006117,DEM,Klobuchar,0.1,OK
P80006117,DEM,Klobuchar,0.1,AL
P00009423,DEM,Harris,0.1,NH
P00010793,DEM,O’Rourke,0.1,NJ
P00014407,DEM,Patrick,0.1,DC
P80006117,DEM,Klobuchar,0.1,WY
P00009423,DEM,Harris,0.1,AL
P00009183,DEM,Gabbard,0.1,MN
P80000722,DEM,Biden,0.1,NE
P00010793,DEM,O’Rourke,0.1,NM
P00011833,DEM,Bennet,0.1,WA
P00011833,DEM,Bennet,0.1,NJ
P80000722,DEM,Biden,0.1,ZZ
P80006117,DEM,Klobuchar,0.1,LA
P00010454,DEM,Inslee,0.1,OR
P00000002,DEM,Democrats,0.1,AP
P60007168,DEM,Sanders,0.1,WY
P00014407,DEM,Patrick,0.1,FL
P00009795,DEM,Booker,0.1,NV
P00010454,DEM,Inslee,0.1,DC
P00000001,,All candidates,0.1,VI
P00010454,DEM,Inslee,0.1,IL
P00010793,DEM,O’Rourke,0.1,TN
P00012716,DEM,Steyer,0.1,FL
P00009795,DEM,Booker,0.1,WI
P80000722,DEM,Biden,0.1,WY
P00006213,DEM,Delaney,0.1,NJ
P00009183,DEM,Gabbard,0.1,WI
P00010298,DEM,Buttigieg,0.1,MS
P00006841,LIB,Kokesh,0.1,GA
P00010454,DEM,Inslee,0.1,MD
P00009092,DEM,Castro,0.1,WA
P00011239,REP,Weld,0.1,TX
P00009183,DEM,Gabbard,0.1,NV
P00010298,DEM,Buttigieg,0.1,WV
P00010793,DEM,O’Rourke,0.1,OK
P80000722,DEM,Biden,0.1,WV
P60007168,DEM,Sanders,0.1,PR
P00009423,DEM,Harris,0.1,IA
P00011999,DEM,Bullock,0.1,AZ
P00009092,DEM,Castro,0.1,MA
P00000002,DEM,Democrats,0.1,VI
P00009795,DEM,Booker,0.1,NH
P00010298,DEM,Buttigieg,0.1,WY
P00009795,DEM,Booker,0.1,IA
P00011999,DEM,Bullock,0.1,NJ
P80000722,DEM,Biden,0.1,AK
P00000003,REP,Republicans,0.1,PR
P80006117,DEM,Klobuchar,0.1,RI
P80001571,REP,Trump,0.1,PR
P00014407,DEM,Patrick,0.1,MD
P00009910,DEM,Williamson,0.1,MD
P80006117,DEM,Klobuchar,0.1,NE
P00006213,DEM,Delaney,0.1,CT
P00006486,DEM,Yang,0.1,NE
P00012054,DEM,de Blasio,0.0,FL
P00006213,DEM,Delaney,0.0,FL
P00010793,DEM,O’Rourke,0.0,MI
P00009183,DEM,Gabbard,0.0,CT
P00009795,DEM,Booker,0.0,NM
P00009092,DEM,Castro,0.0,IL
P00011999,DEM,Bullock,0.0,NC
P00009183,DEM,Gabbard,0.0,TN
P80006117,DEM,Klobuchar,0.0,ID
P00006213,DEM,Delaney,0.0,MA
P00006213,DEM,Delaney,0.0,IL
P00011312,DEM,Swalwell,0.0,FL
P00009795,DEM,Booker,0.0,MN
P00009092,DEM,Castro,0.0,FL
P80006117,DEM,Klobuchar,0.0,DE
P00009423,DEM,Harris,0.0,UT
P00006213,DEM,Delaney,0.0,NC
P00010520,DEM,Hickenlooper,0.0,CT
P00009795,DEM,Booker,0.0,MO
P00009621,DEM,Warren,0.0,WV
P00010298,DEM,Buttigieg,0.0,AK
P00010298,DEM,Buttigieg,0.0,MT
P00010793,DEM,O’Rourke,0.0,MO
P00010793,DEM,O’Rourke,0.0,MN
P00010454,DEM,Inslee,0.0,MA
P00006486,DEM,Yang,0.0,AR
P00014407,DEM,Patrick,0.0,CT
P00009795,DEM,Booker,0.0,WY
P00010454,DEM,Inslee,0.0,CO
P80006117,DEM,Klobuchar,0.0,HI
P00010793,DEM,O’Rourke,0.0,OR
P00009290,DEM,Gillibrand,0.0,PA
P00009621,DEM,Warren,0.0,MS
P00009795,DEM,Booker,0.0,SC
P00009092,DEM,Castro,0.0,DC
P00011999,DEM,Bullock,0.0,NM
P00009183,DEM,Gabbard,0.0,NM
P00011312,DEM,Swalwell,0.0,IL
P00009183,DEM,Gabbard,0.0,UT
P00009290,DEM,Gillibrand,0.0,MD
P00010793,DEM,O’Rourke,0.0,SC
P00011239,REP,Weld,0.0,DC
P00009910,DEM,Williamson,0.0,OH
P00011999,DEM,Bullock,0.0,CO
P00010520,DEM,Hickenlooper,0.0,FL
P00009092,DEM,Castro,0.0,MD
P00010793,DEM,O’Rourke,0.0,OH
P00010520,DEM,Hickenlooper,0.0,PA
P00009910,DEM,Williamson,0.0,UT
P00006486,DEM,Yang,0.0,MT
P80006117,DEM,Klobuchar,0.0,AK
P00009183,DEM,Gabbard,0.0,IN
P00009795,DEM,Booker,0.0,TN
P00009910,DEM,Williamson,0.0,NV
P00013276,REP,Walsh,0.0,IL
P00010520,DEM,Hickenlooper,0.0,DC
P00010454,DEM,Inslee,0.0,VA
P80001571,REP,Trump,0.0,ZZ
P00000003,REP,Republicans,0.0,ZZ
P00014407,DEM,Patrick,0.0,VA
P00012716,DEM,Steyer,0.0,CT
P00011239,REP,Weld,0.0,CT
P00010298,DEM,Buttigieg,0.0,SD
P00009795,DEM,Booker,0.0,IN
P00012716,DEM,Steyer,0.0,MA
P00009290,DEM,Gillibrand,0.0,VA
P60007168,DEM,Sanders,0.0,AE
P00009910,DEM,Williamson,0.0,GA
P00010454,DEM,Inslee,0.0,TX
P00009423,DEM,Harris,0.0,VT
P00011239,REP,Weld,0.0,MD
P00009910,DEM,Williamson,0.0,HI
P00010454,DEM,Inslee,0.0,PA
P00011312,DEM,Swalwell,0.0,TX
P00009423,DEM,Harris,0.0,HI
P00009092,DEM,Castro,0.0,AZ
P00010520,DEM,Hickenlooper,0.0,VA
P00006486,DEM,Yang,0.0,AK
P80006117,DEM,Klobuchar,0.0,ND
P00009621,DEM,Warren,0.0,WY
P00009423,DEM,Harris,0.0,ME
P00009183,DEM,Gabbard,0.0,IA
P80006117,DEM,Klobuchar,0.0,WV
P00010454,DEM,Inslee,0.0,FL
P00011338,DEM,Ryan,0.0,CT
P00006486,DEM,Yang,0.0,WV
P00009621,DEM,Warren,0.0,SD
P00009910,DEM,Williamson,0.0,NM
P00011833,DEM,Bennet,0.0,NH
P00009183,DEM,Gabbard,0.0,SC
P00009910,DEM,Williamson,0.0,NH
P00009092,DEM,Castro,0.0,CO
P00009910,DEM,Williamson,0.0,SC
P00006486,DEM,Yang,0.0,DE
P00009910,DEM,Williamson,0.0,MN
P00009092,DEM,Castro,0.0,VA
P00012716,DEM,Steyer,0.0,OH
P00010793,DEM,O’Rourke,0.0,NV
P00009423,DEM,Harris,0.0,KY
P80006117,DEM,Klobuchar,0.0,ZZ
P00011833,DEM,Bennet,0.0,NC
P00011239,REP,Weld,0.0,VA
P00011999,DEM,Bullock,0.0,LA
P00011999,DEM,Bullock,0.0,GA
P00014407,DEM,Patrick,0.0,TX
P00011239,REP,Weld,0.0,AZ
P00006486,DEM,Yang,0.0,VT
P00009423,DEM,Harris,0.0,KS
P00010793,DEM,O’Rourke,0.0,LA
P00009423,DEM,Harris,0.0,OK
P00010793,DEM,O’Rourke,0.0,IA
P00009183,DEM,Gabbard,0.0,MO
P00011833,DEM,Bennet,0.0,PA
P00009092,DEM,Castro,0.0,OR
P00009795,DEM,Booker,0.0,RI
P00009621,DEM,Warren,0.0,AE
P00009423,DEM,Harris,0.0,RI
P00011999,DEM,Bullock,0.0,OR
P00011866,DEM,Moulton,0.0,IL
P00006213,DEM,Delaney,0.0,ID
P00011338,DEM,Ryan,0.0,PA
P00010454,DEM,Inslee,0.0,CT
P00009183,DEM,Gabbard,0.0,ME
P00009183,DEM,Gabbard,0.0,DC
P00011999,DEM,Bullock,0.0,OH
P00009910,DEM,Williamson,0.0,IA
P00011833,DEM,Bennet,0.0,MI
P00011999,DEM,Bullock,0.0,MN
P00011833,DEM,Bennet,0.0,TN
P00009092,DEM,Castro,0.0,OH
P00011866,DEM,Moulton,0.0,TX
P00011239,REP,Weld,0.0,NH
P00009910,DEM,Williamson,0.0,TN
P00009795,DEM,Booker,0.0,KS
P00009183,DEM,Gabbard,0.0,LA
P00011866,DEM,Moulton,0.0,DC
P00010793,DEM,O’Rourke,0.0,AR
P00009795,DEM,Booker,0.0,DE
P00006486,DEM,Yang,0.0,MS
P00006486,DEM,Yang,0.0,ND
P00009910,DEM,Williamson,0.0,WI
P80000722,DEM,Biden,0.0,PR
P00009795,DEM,Booker,0.0,HI
P00009183,DEM,Gabbard,0.0,VT
P00010454,DEM,Inslee,0.0,NJ
P00012054,DEM,de Blasio,0.0,CA
P00009910,DEM,Williamson,0.0,MO
P00010520,DEM,Hickenlooper,0.0,WA
P00009795,DEM,Booker,0.0,ME
P00009183,DEM,Gabbard,0.0,ZZ
P00014530,DEM,Bloomberg,0.0,NY
P00010298,DEM,Buttigieg,0.0,ND
P00013276,REP,Walsh,0.0,NY
P00011239,REP,Weld,0.0,WA
P00009423,DEM,Harris,0.0,MT
P00011999,DEM,Bullock,0.0,TN
P00012567,DEM,Sestak,0.0,NY
P00006486,DEM,Yang,0.0,SD
P00012567,DEM,Sestak,0.0,VA
P00009183,DEM,Gabbard,0.0,KY
P00009183,DEM,Gabbard,0.0,OK
P00012567,DEM,Sestak,0.0,CA
P00010298,DEM,Buttigieg,0.0,AE
P00010793,DEM,O’Rourke,0.0,NH
P00009290,DEM,Gillibrand,0.0,WA
P00000001,,All candidates,0.0,AA
P00010520,DEM,Hickenlooper,0.0,AR
P00009423,DEM,Harris,0.0,NE
P80006117,DEM,Klobuchar,0.0,MS
P00009795,DEM,Booker,0.0,LA
P00009795,DEM,Booker,0.0,UT
P00014407,DEM,Patrick,0.0,WA
P00013276,REP,Walsh,0.0,CA
P00009910,DEM,Williamson,0.0,ME
P00012716,DEM,Steyer,0.0,CO
P00010793,DEM,O’Rourke,0.0,KS
P00009183,DEM,Gabbard,0.0,AL
P00009092,DEM,Castro,0.0,PA
P00011833,DEM,Bennet,0.0,GA
P00000002,DEM,Democrats,0.0,AA
P00011239,REP,Weld,0.0,IL
P00014407,DEM,Patrick,0.0,PA
P00012716,DEM,Steyer,0.0,TX
P00012054,DEM,de Blasio,0.0,MA
P00012054,DEM,de Blasio,0.0,CT
P00010793,DEM,O’Rourke,0.0,HI
P00006486,DEM,Yang,0.0,AP
P00009910,DEM,Williamson,0.0,IN
P00010520,DEM,Hickenlooper,0.0,TN
P00014407,DEM,Patrick,0.0,RI
P60007168,DEM,Sanders,0.0,AP
P00009290,DEM,Gillibrand,0.0,NH
P00013649,REP,Sanford,0.0,FL
P00009092,DEM,Castro,0.0,NM
P00010793,DEM,O’Rourke,0.0,VT
P80000722,DEM,Biden,0.0,SD
P00006213,DEM,Delaney,0.0,WA
P00011312,DEM,Swalwell,0.0,NV
P00011833,DEM,Bennet,0.0,NV
P00006213,DEM,Delaney,0.0,PA
P00012716,DEM,Steyer,0.0,IL
P00009795,DEM,Booker,0.0,AL
P00011338,DEM,Ryan,0.0,VA
P00014407,DEM,Patrick,0.0,NH
P00010793,DEM,O’Rourke,0.0,WI
P00009423,DEM,Harris,0.0,AK
P00010520,DEM,Hickenlooper,0.0,MD
P00012716,DEM,Steyer,0.0,NV
P00009183,DEM,Gabbard,0.0,AR
P00010454,DEM,Inslee,0.0,ID
P00009910,DEM,Williamson,0.0,OK
P00009183,DEM,Gabbard,0.0,KS
P00009621,DEM,Warren,0.0,ND
P00006486,DEM,Yang,0.0,WY
P00011999,DEM,Bullock,0.0,RI
P00009423,DEM,Harris,0.0,MS
P00010520,DEM,Hickenlooper,0.0,NH
P00010298,DEM,Buttigieg,0.0,PR
P00000003,REP,Republicans,0.0,AE
P00012716,DEM,Steyer,0.0,NH
P00006213,DEM,Delaney,0.0,NH
P00011239,REP,Weld,0.0,CO
P00009795,DEM,Booker,0.0,KY
P00010454,DEM,Inslee,0.0,MN
P80001571,REP,Trump,0.0,AE
P00011833,DEM,Bennet,0.0,HI
P00011338,DEM,Ryan,0.0,CO
P00011833,DEM,Bennet,0.0,OR
P00009092,DEM,Castro,0.0,NJ
P00009423,DEM,Harris,0.0,WV
P00009795,DEM,Booker,0.0,VT
P00009290,DEM,Gillibrand,0.0,GA
P00014407,DEM,Patrick,0.0,OH
P00006486,DEM,Yang,0.0,AE
P00009423,DEM,Harris,0.0,WY
P00010454,DEM,Inslee,0.0,ME
P00009621,DEM,Warren,0.0,PR
P00011999,DEM,Bullock,0.0,IA
P00009092,DEM,Castro,0.0,MN
P00011833,DEM,Bennet,0.0,AZ
P00009423,DEM,Harris,0.0,ZZ
P00011999,DEM,Bullock,0.0,KY
P00009183,DEM,Gabbard,0.0,RI
P00011239,REP,Weld,0.0,GA
P00012716,DEM,Steyer,0.0,WA
P00011239,REP,Weld,0.0,NJ
P00014407,DEM,Patrick,0.0,GA
P00011833,DEM,Bennet,0.0,MN
P00010793,DEM,O’Rourke,0.0,IN
P00014407,DEM,Patrick,0.0,NJ
P00009092,DEM,Castro,0.0,MI
P00009423,DEM,Harris,0.0,DE
P00011338,DEM,Ryan,0.0,DC
P00014407,DEM,Patrick,0.0,CO
P00011338,DEM,Ryan,0.0,IL
P00009092,DEM,Castro,0.0,GA
P00009183,DEM,Gabbard,0.0,AK
P00013276,REP,Walsh,0.0,FL
P00009183,DEM,Gabbard,0.0,ID
P00010793,DEM,O’Rourke,0.0,ZZ
P00011999,DEM,Bullock,0.0,MI
P00012716,DEM,Steyer,0.0,NJ
P00010793,DEM,O’Rourke,0.0,AL
P00006486,DEM,Yang,0.0,PR
P00013649,REP,Sanford,0.0,SC
P00010454,DEM,Inslee,0.0,AZ
P00011833,DEM,Bennet,0.0,WI
P00009183,DEM,Gabbard,0.0,WV
P00011833,DEM,Bennet,0.0,AR
P00009183,DEM,Gabbard,0.0,MT
P00009795,DEM,Booker,0.0,ID
P00009423,DEM,Harris,0.0,ID
P00009092,DEM,Castro,0.0,IN
P00000002,DEM,Democrats,0.0,GU
P00009290,DEM,Gillibrand,0.0,NC
P00011866,DEM,Moulton,0.0,NJ
P00009910,DEM,Williamson,0.0,MT
P00011999,DEM,Bullock,0.0,MO
P00000001,,All candidates,0.0,ON
P00000002,DEM,Democrats,0.0,ON
P00012716,DEM,Steyer,0.0,NC
P00009423,DEM,Harris,0.0,AR
P00011312,DEM,Swalwell,0.0,AL
P00011239,REP,Weld,0.0,PA
P00006486,DEM,Yang,0.0,VI
P00012054,DEM,de Blasio,0.0,MD
P00006213,DEM,Delaney,0.0,NV
P00011338,DEM,Ryan,0.0,MA
P00011999,DEM,Bullock,0.0,SC
P00009183,DEM,Gabbard,0.0,NE
P00010454,DEM,Inslee,0.0,HI
P00012716,DEM,Steyer,0.0,MD
P00009795,DEM,Booker,0.0,PR
P00011866,DEM,Moulton,0.0,VA
P00006841,LIB,Kokesh,0.0,IN
P00011312,DEM,Swalwell,0.0,DC
P00009290,DEM,Gillibrand,0.0,VT
P00009092,DEM,Castro,0.0,NV
P00011833,DEM,Bennet,0.0,MO
P00010520,DEM,Hickenlooper,0.0,IN
P00011338,DEM,Ryan,0.0,MD
P00011239,REP,Weld,0.0,NC
P00010793,DEM,O’Rourke,0.0,UT
P00009183,DEM,Gabbard,0.0,MS
P00009910,DEM,Williamson,0.0,LA
P00006213,DEM,Delaney,0.0,GA
P00012054,DEM,de Blasio,0.0,RI
P60007168,DEM,Sanders,0.0,VI
P00011312,DEM,Swalwell,0.0,VA
P00011338,DEM,Ryan,0.0,NJ
P00009910,DEM,Williamson,0.0,AR
P00014407,DEM,Patrick,0.0,MI
P00009423,DEM,Harris,0.0,PR
P00009910,DEM,Williamson,0.0,NE
P00011338,DEM,Ryan,0.0,TX
P00006213,DEM,Delaney,0.0,IA
P00011833,DEM,Bennet,0.0,NM
P00009290,DEM,Gillibrand,0.0,SC
P00010454,DEM,Inslee,0.0,NM
P00009092,DEM,Castro,0.0,NC
P00009910,DEM,Williamson,0.0,AL
P00006213,DEM,Delaney,0.0,CO
P00010793,DEM,O’Rourke,0.0,MS
P00009910,DEM,Williamson,0.0,KS
P00010454,DEM,Inslee,0.0,NC
P00011338,DEM,Ryan,0.0,NV
P00013276,REP,Walsh,0.0,DC
P00011999,DEM,Bullock,0.0,ID
P00009092,DEM,Castro,0.0,CT
P00010520,DEM,Hickenlooper,0.0,AZ
P00014407,DEM,Patrick,0.0,ME
P00010454,DEM,Inslee,0.0,OH
P00011999,DEM,Bullock,0.0,OK
P00010793,DEM,O’Rourke,0.0,KY
P00009910,DEM,Williamson,0.0,ID
P00011866,DEM,Moulton,0.0,CT
P00006213,DEM,Delaney,0.0,SC
P00009795,DEM,Booker,0.0,MT
P00006841,LIB,Kokesh,0.0,WA
P00011866,DEM,Moulton,0.0,FL
P00010454,DEM,Inslee,0.0,LA
P80000722,DEM,Biden,0.0,ND
P00010454,DEM,Inslee,0.0,VT
P00011999,DEM,Bullock,0.0,AR
P00009795,DEM,Booker,0.0,AR
P00009183,DEM,Gabbard,0.0,PR
P00009910,DEM,Williamson,0.0,VT
P00009423,DEM,Harris,0.0,ND
P00009910,DEM,Williamson,0.0,KY
P00011239,REP,Weld,0.0,OH
P00010454,DEM,Inslee,0.0,MI
P00011239,REP,Weld,0.0,OR
P00009290,DEM,Gillibrand,0.0,AZ
P00009621,DEM,Warren,0.0,AP
P00009092,DEM,Castro,0.0,MO
P00009092,DEM,Castro,0.0,TN
P00011833,DEM,Bennet,0.0,RI
P80000722,DEM,Biden,0.0,VI
P00012716,DEM,Steyer,0.0,MN
P00012054,DEM,de Blasio,0.0,TN
P00009795,DEM,Booker,0.0,ZZ
P00012716,DEM,Steyer,0.0,AZ
P00009910,DEM,Williamson,0.0,DC
P00012716,DEM,Steyer,0.0,GA
P00010298,DEM,Buttigieg,0.0,VI
P00006213,DEM,Delaney,0.0,TX
P00010454,DEM,Inslee,0.0,NH
P00010298,DEM,Buttigieg,0.0,AP
P00000001,,All candidates,0.0,EN
P00006486,DEM,Yang,0.0,EN
P00000002,DEM,Democrats,0.0,EN
P00010520,DEM,Hickenlooper,0.0,NJ
P00010454,DEM,Inslee,0.0,NV
P00009183,DEM,Gabbard,0.0,ND
P00011239,REP,Weld,0.0,ID
P00011312,DEM,Swalwell,0.0,MA
P80000722,DEM,Biden,0.0,AE
P00011312,DEM,Swalwell,0.0,MD
P00009910,DEM,Williamson,0.0,RI
P00010454,DEM,Inslee,0.0,WI
P00006213,DEM,Delaney,0.0,AZ
P00011833,DEM,Bennet,0.0,SC
P00011833,DEM,Bennet,0.0,WY
P00010793,DEM,O’Rourke,0.0,ID
P00012716,DEM,Steyer,0.0,VA
P00000003,REP,Republicans,0.0,VI
P00012716,DEM,Steyer,0.0,SC
P00011866,DEM,Moulton,0.0,WA
P00011239,REP,Weld,0.0,SC
P00010793,DEM,O’Rourke,0.0,ME
P00006841,LIB,Kokesh,0.0,CA
P00011239,REP,Weld,0.0,MN
P00009290,DEM,Gillibrand,0.0,OR
P00009183,DEM,Gabbard,0.0,WY
P00012716,DEM,Steyer,0.0,OR
P00013276,REP,Walsh,0.0,VA
P80001571,REP,Trump,0.0,VI
P00011999,DEM,Bullock,0.0,NV
P00012567,DEM,Sestak,0.0,TX
P00009290,DEM,Gillibrand,0.0,OH
P00011833,DEM,Bennet,0.0,LA
P00009290,DEM,Gillibrand,0.0,ME
P00011866,DEM,Moulton,0.0,WY
P00011999,DEM,Bullock,0.0,WI
P00011866,DEM,Moulton,0.0,MD
P00014407,DEM,Patrick,0.0,SC
P00009092,DEM,Castro,0.0,WI
P00006213,DEM,Delaney,0.0,DE
P00011239,REP,Weld,0.0,RI
P00012054,DEM,de Blasio,0.0,TX
P80006117,DEM,Klobuchar,0.0,AE
P00011833,DEM,Bennet,0.0,ME
P00009910,DEM,Williamson,0.0,DE
P00009092,DEM,Castro,0.0,OK
P00010793,DEM,O’Rourke,0.0,WY
P00010454,DEM,Inslee,0.0,TN
P00010520,DEM,Hickenlooper,0.0,MT
P00011833,DEM,Bennet,0.0,VT
P00010454,DEM,Inslee,0.0,MO
P00000001,,All candidates,0.0,MP
P00009290,DEM,Gillibrand,0.0,NV
P00009290,DEM,Gillibrand,0.0,KY
P00009795,DEM,Booker,0.0,WV
P00012716,DEM,Steyer,0.0,DC
P00011833,DEM,Bennet,0.0,ID
P00011239,REP,Weld,0.0,NM
P00011866,DEM,Moulton,0.0,OH
P00010454,DEM,Inslee,0.0,SC
P00012567,DEM,Sestak,0.0,CT
P00013276,REP,Walsh,0.0,TX
P00008763,DEM,Ojeda,0.0,KY
P00009290,DEM,Gillibrand,0.0,MI
P00009183,DEM,Gabbard,0.0,DE
P00011239,REP,Weld,0.0,ME
P00014530,DEM,Bloomberg,0.0,NJ
P00009183,DEM,Gabbard,0.0,AE
P00010454,DEM,Inslee,0.0,GA
P00011833,DEM,Bennet,0.0,OK
P00009423,DEM,Harris,0.0,SD
P00012716,DEM,Steyer,0.0,WI
P00000003,REP,Republicans,0.0,AP
P00012567,DEM,Sestak,0.0,FL
P00009092,DEM,Castro,0.0,LA
P00011999,DEM,Bullock,0.0,UT
P00012054,DEM,de Blasio,0.0,NH
P00010520,DEM,Hickenlooper,0.0,NE
P00011239,REP,Weld,0.0,UT
P00009092,DEM,Castro,0.0,PR
P00012567,DEM,Sestak,0.0,DC
P00011833,DEM,Bennet,0.0,ZZ
P00009092,DEM,Castro,0.0,UT
P00010520,DEM,Hickenlooper,0.0,NV
P00009795,DEM,Booker,0.0,NE
P00011999,DEM,Bullock,0.0,ON
P00011312,DEM,Swalwell,0.0,OR
P00006213,DEM,Delaney,0.0,RI
P00006213,DEM,Delaney,0.0,KY
P00009910,DEM,Williamson,0.0,WY
P80001571,REP,Trump,0.0,AP
P00010793,DEM,O’Rourke,0.0,DE
P00011833,DEM,Bennet,0.0,IA
P00009092,DEM,Castro,0.0,IA
P00000001,,All candidates,0.0,BC
P00000002,DEM,Democrats,0.0,BC
P00006213,DEM,Delaney,0.0,MO
P00011312,DEM,Swalwell,0.0,WA
P00009795,DEM,Booker,0.0,MS
P00011866,DEM,Moulton,0.0,WI
P00010520,DEM,Hickenlooper,0.0,IA
P00010520,DEM,Hickenlooper,0.0,RI
P00011999,DEM,Bullock,0.0,NE
P00012567,DEM,Sestak,0.0,OR
P00011338,DEM,Ryan,0.0,WA
P00014530,DEM,Bloomberg,0.0,CA
P00010454,DEM,Inslee,0.0,UT
P00011239,REP,Weld,0.0,KS
P00010520,DEM,Hickenlooper,0.0,NC
P00009290,DEM,Gillibrand,0.0,LA
P00009795,DEM,Booker,0.0,AK
P00009910,DEM,Williamson,0.0,AK
P00011999,DEM,Bullock,0.0,AL
P00000003,REP,Republicans,0.0,MP
P80001571,REP,Trump,0.0,MP
P00011999,DEM,Bullock,0.0,NH
P00009092,DEM,Castro,0.0,NH
P00012567,DEM,Sestak,0.0,RI
P00010298,DEM,Buttigieg,0.0,AA
P00012567,DEM,Sestak,0.0,KY
P00011999,DEM,Bullock,0.0,KS
P00006841,LIB,Kokesh,0.0,WI
P00011999,DEM,Bullock,0.0,ME
P00012716,DEM,Steyer,0.0,PA
P00011239,REP,Weld,0.0,MO
P00010793,DEM,O’Rourke,0.0,RI
P00010454,DEM,Inslee,0.0,IA
P00010793,DEM,O’Rourke,0.0,WV
P00012054,DEM,de Blasio,0.0,DC
P00009092,DEM,Castro,0.0,VT
P00011239,REP,Weld,0.0,WI
P00011338,DEM,Ryan,0.0,NH
P00010793,DEM,O’Rourke,0.0,MT
P00009910,DEM,Williamson,0.0,SD
P00013276,REP,Walsh,0.0,AZ
P00012567,DEM,Sestak,0.0,NJ
P00010520,DEM,Hickenlooper,0.0,MO
P00010520,DEM,Hickenlooper,0.0,MI
P00009290,DEM,Gillibrand,0.0,IN
P00011866,DEM,Moulton,0.0,GA
P00010454,DEM,Inslee,0.0,RI
P00013276,REP,Walsh,0.0,CO
P00011866,DEM,Moulton,0.0,ME
P00012567,DEM,Sestak,0.0,WA
P00006486,DEM,Yang,0.0,ON
P00009092,DEM,Castro,0.0,KS
P00011239,REP,Weld,0.0,MI
P00010793,DEM,O’Rourke,0.0,NE
P00011999,DEM,Bullock,0.0,IN
P00009290,DEM,Gillibrand,0.0,ZZ
P00012054,DEM,de Blasio,0.0,IL
P00010520,DEM,Hickenlooper,0.0,AK
P00011833,DEM,Bennet,0.0,IN
P00011239,REP,Weld,0.0,VT
P00000001,,All candidates,0.0,TO
P00000002,DEM,Democrats,0.0,TO
P00006486,DEM,Yang,0.0,TO
P00011999,DEM,Bullock,0.0,ND
P00014530,DEM,Bloomberg,0.0,FL
P00011866,DEM,Moulton,0.0,MO
P00011338,DEM,Ryan,0.0,AL
P00009183,DEM,Gabbard,0.0,SD
P00012567,DEM,Sestak,0.0,MA
P00009092,DEM,Castro,0.0,ME
P00012716,DEM,Steyer,0.0,TN
P00008763,DEM,Ojeda,0.0,NY
P00006486,DEM,Yang,0.0,AA
P00011833,DEM,Bennet,0.0,AL
P00009290,DEM,Gillibrand,0.0,NM
P00014407,DEM,Patrick,0.0,VT
P00011833,DEM,Bennet,0.0,AK
P60007168,DEM,Sanders,0.0,GU
P00009092,DEM,Castro,0.0,KY
P00011338,DEM,Ryan,0.0,IA
P00010520,DEM,Hickenlooper,0.0,NM
P00010793,DEM,O’Rourke,0.0,SD
P00011833,DEM,Bennet,0.0,KS
P00013649,REP,Sanford,0.0,NY
P00011833,DEM,Bennet,0.0,DE
P00011833,DEM,Bennet,0.0,UT
P00010520,DEM,Hickenlooper,0.0,WY
P00010793,DEM,O’Rourke,0.0,AK
P00011866,DEM,Moulton,0.0,PA
P00008763,DEM,Ojeda,0.0,CA
P00011866,DEM,Moulton,0.0,NH
P00010298,DEM,Buttigieg,0.0,GU
P00014407,DEM,Patrick,0.0,UT
P00006841,LIB,Kokesh,0.0,TX
P00008763,DEM,Ojeda,0.0,WV
P00009092,DEM,Castro,0.0,NE
P00013649,REP,Sanford,0.0,PA
P00011866,DEM,Moulton,0.0,AL
P00014407,DEM,Patrick,0.0,IN
P00011312,DEM,Swalwell,0.0,NM
P00011866,DEM,Moulton,0.0,UT
P00006486,DEM,Yang,0.0,BC
P00011999,DEM,Bullock,0.0,DE
P00010520,DEM,Hickenlooper,0.0,KS
P00014530,DEM,Bloomberg,0.0,TX
P00006213,DEM,Delaney,0.0,IN
P00011239,REP,Weld,0.0,AK
P00011999,DEM,Bullock,0.0,WY
P00011833,DEM,Bennet,0.0,MT
P00014407,DEM,Patrick,0.0,NC
P00008763,DEM,Ojeda,0.0,NV
P00000001,,All candidates,0.0,PO
P00006486,DEM,Yang,0.0,PO
P00000002,DEM,Democrats,0.0,PO
P00012716,DEM,Steyer,0.0,KY
P00009092,DEM,Castro,0.0,SC
P00011239,REP,Weld,0.0,AL
P00014407,DEM,Patrick,0.0,TN
P60007168,DEM,Sanders,0.0,AA
P00013649,REP,Sanford,0.0,CA
P00012716,DEM,Steyer,0.0,MO
P00009423,DEM,Harris,0.0,AE
